CFOP;Descrição Resumida do CFOP;Aplicação
2903;2.903 - Entrada de mercadoria remetida p/ industrialização e não aplicada no referido processo;Classificam-se neste código as entradas em devolução de insumos remetidos para industrialização e não aplicados no referido processo.
2904;2.904 - Retorno de remessa p/ venda fora do estabelecimento;Classificam-se neste código as entradas em retorno de mercadorias remetidas para venda fora do estabelecimento, inclusive por meio de veículos, e não comercializadas.
2905;2.905 - Entrada de mercadoria recebida p/ depósito em depósito fechado ou armazém geral;Classificam-se neste código as entradas de mercadorias recebidas para depósito em depósito fechado ou armazém geral.
2906;2.906 - Retorno de mercadoria remetida p/ depósito fechado ou armazém geral;Classificam-se neste código as entradas em retorno de mercadorias remetidas para depósito em depósito fechado ou armazém geral.
2907;2.907 - Retorno simbólico de mercadoria remetida p/ depósito fechado ou armazém geral;Classificam-se neste código as entradas em retorno simbólico de mercadorias remetidas para depósito em depósito fechado ou armazém geral, quando as mercadorias depositadas tenham sido objeto de saída a qualquer título e que não tenham retornado ao estabelecimento depositante.
2908;2.908 - Entrada de bem por conta de contrato de comodato ou locação;Classificam-se neste código as entradas de bens recebidos em cumprimento de contrato de comodato ou locação.
2909;"2.909 - Retorno de bem remetido por conta de contrato de comodato ou locação";Classificam-se neste código as entradas de bens recebidos em devolução apóscumprido o contrato de comodato.
2910;2.910 - Entrada de bonificação, doação ou brinde;Classificam-se neste código as entradas de mercadorias recebidas a título de bonificação, doação ou brinde.
2911;2.911 - Entrada de amostra grátis;Classificam-se neste código as entradas de mercadorias recebidas a título de amostra grátis.
2912;2.912 - Entrada de mercadoria ou bem recebido p/ demonstração;Classificam-se neste código as entradas de mercadorias ou bens recebidos para demonstração.
2913;2.913 - Retorno de mercadoria ou bem remetido p/ demonstração;Classificam-se neste código as entradas em retorno de mercadorias ou bens remetidos para demonstração.
2914;2.914 - Retorno de mercadoria ou bem remetido p/ exposição ou feira;Classificam-se neste código as entradas em retorno de mercadorias ou bens remetidos para exposição ou feira.
2915;2.915 - Entrada de mercadoria ou bem recebido p/ conserto ou reparo;Classificam-se neste código as entradas de mercadorias ou bens recebidos para conserto ou reparo.
2916;2.916 - Retorno de mercadoria ou bem remetido p/ conserto ou reparo;Classificam-se neste código as entradas em retorno de mercadorias ou bens remetidos para conserto ou reparo.
2917;2.917 - Entrada de mercadoria recebida em consignação mercantil ou industrial;Classificam-se neste código as entradas de mercadorias recebidas a título de consignação mercantil ou industrial.
2918;2.918 - Devolução de mercadoria remetida em consignação mercantil ou industrial;Classificam-se neste código as entradas por devolução de mercadorias remetidas anteriormente a título de consignação mercantil ou industrial.
2919;2.919 - Devolução simbólica de mercadoria vendida ou utilizada em processo industrial, remetida anteriormente em consignação mercantil ou industrial;Classificam-se neste código as entradas por devolução simbólica de mercadorias vendidas ou utilizadas em processo industrial, remetidas anteriormente a título de consignação mercantil ou industrial.
2920;2.920 - Entrada de vasilhame ou sacaria;Classificam-se neste código as entradas de vasilhame ou sacaria.
2921;2.921 - Retorno de vasilhame ou sacaria;Classificam-se neste código as entradas em retorno de vasilhame ou sacaria.
2922;2.922 - Lançamento efetuado a título de simples faturamento decorrente de compra p/ recebimento futuro;Classificam-se neste código os registros efetuados a título de simples faturamento decorrente de compra para recebimento futuro.
2923;2.923 - Entrada de mercadoria recebida do vendedor remetente, em venda à ordem;Classificam-se neste código as entradas de mercadorias recebidas do vendedor remetente, em vendas à ordem, cuja compra do adquirente originário, foi classificada nos códigos 2.120 - Compra para industrialização, em venda à ordem, já recebida do vendedor remetente ou 2.121 - Compra para comercialização, em venda à ordem, já recebida do vendedor remetente.
2924;2.924 - Entrada p/ industrialização por conta e ordem do adquirente da mercadoria, quando esta não transitar pelo estabelecimento do adquirente;Classificam-se neste código as entradas de insumos recebidos para serem industrializados por conta e ordem do adquirente, nas hipóteses em que os insumos não tenham transitado pelo estabelecimento do adquirente dos mesmos.
2925;2.925 - Retorno de mercadoria remetida p/ industrialização por conta e ordem do adquirente da mercadoria, quando esta não transitar pelo estabelecimento do adquirente;Classificam-se neste código o retorno dos insumos remetidos por conta e ordem do adquirente, para industrialização e incorporados ao produto final pelo estabelecimento industrializador, nas hipóteses em que os insumos não tenham transitado pelo estabelecimento do adquirente.
2931;2.931 - Lançamento efetuado pelo tomador do serviço de transporte, quando a responsabilidade de retenção do imposto for atribuída ao remetente ou alienante da mercadoria, pelo serviço de transporte realizado por transportador autônomo ou por transportador não-inscrito na UF onde se tenha iniciado o serviço;"Lançamento efetuado pelo tomador do serviço de transporte realizado por transportador autônomo ou por transportador não-inscrito na Unidade da Federação onde se tenha iniciado o serviço, quando a responsabilidade pela retenção do imposto for atribuída ao remetente ou alienante da mercadoria.(ACR Ajuste SINIEF 03/2004) (DECRETO Nº 26.810/2004) (a partir de 01.01.2005)"
2932;2.932 - Aquisição de serviço de transporte iniciado em UF diversa daquela onde esteja inscrito o prestador;Aquisição de serviço de transporte que tenha sido iniciado em Unidade da Federação diversa daquela onde o prestador esteja inscrito como contribuinte. (ACR Ajuste SINIEF 03/2004)(DECRETO Nº 26.810/2004) (a partir de 01.01.2005)
2933;2.933 - Aquisição de serviço tributado pelo Imposto Sobre Serviços de Qualquer Natureza;Aquisição de serviço, cujo imposto é de competência municipal, desde que informado em Nota Fiscal modelo 1 e 1-A. (NR Ajuste SINIEF 06/2005) (a partir de 01.01.2006)
2934;2.934 - Entrada simbólica de mercadoria recebida p/ depósito fechado ou armazém geral;"Classificam-se neste código as entradas simbólicas de mercadorias recebidas para depósito em depósito fechado ou armazém geral, cuja remessa tenha sido classificada pelo remetente no código ""6.934 - Remessa simbólica de mercadoria depositada em armazém geral ou depósito fechado (AJUSTE SINIEF 14, DE 11 DE DEZEMBRO DE 2009 efeitos a partir de 1º de julho de 2010- DECRETO 36.465/2011"
2949;2.949 - Outra entrada de mercadoria ou prestação de serviço não especificado;Classificam-se neste código as outras entradas de mercadorias ou prestações de serviços que não tenham sido especificados nos códigos anteriores.
3101;3.101 - Compra p/ industrialização ou produção rural;"Compra de mercadoria a ser utilizada em processo de industrialização ou produção rural, bem como a entrada de mercadoria em estabelecimento industrial ou produtor rural de cooperativa.(NR Ajuste SINIEF 05/2005) (Dec.28.868/2006 - Efeitos a partir de 01/01/2006, ficando facultada ao contribuinte a sua adoção para fatos geradores ocorridos no período de 01 de novembro a 31 de dezembro de 2005)"
3102;3.102 - Compra p/ comercialização;Classificam-se neste código as compras de mercadorias a serem comercializadas. Também serão classificadas neste código as entradas de mercadorias em estabelecimento comercial de cooperativa.
3126;3.126 - Compra p/ utilização na prestação de serviço sujeita ao ICMS;Classificam-se neste código as entradas de mercadorias a serem utilizadas nas prestações de serviços sujeitas ao ICMS (AJUSTE SINIEF 4, DE 9 DE JULHO DE 2010). efeitos a partir de 1º de janeiro de 2011- DECRETO 36.465/2011
3127;3.127 - Compra p/ industrialização sob o regime de drawback;Classificam-se neste código as compras de mercadorias a serem utilizadas em processo de industrialização e posterior exportação do produto resultante, cujas vendas serão classificadas no código 7.127 - Venda de produção do estabelecimento sob o regime de drawback.
3128;3.128 - Compra p/ utilização na prestação de serviço sujeita ao ISSQN;Classificam-se neste código as entradas de mercadorias a serem utilizadas nas prestações de serviços sujeitas ao ISSQN. (AJUSTE SINIEF 4, DE 9 DE JULHO DE 2010) efeitos a partir de 1º de janeiro de 2011- DECRETO 36.465/2011
